test;geometry;@id;id;@geometry;Ville et commune;Quartier;Catégorie;Nom de l'établissement
;-6.6683404,4.7675402;node/5843243298;node/5843243298;;;;Clinique médicale;Clinique
;-6.6422228,4.7544253;node/5844138473;node/5844138473;;;;Clinique dentaire;
;-6.64733,4.7808105;node/5844453976;node/5844453976;;;;Pharmacie;Sainte Marie
;-6.6478396,4.7816344;node/5844502960;node/5844502960;;;;Clinique médicale;Infirmerie Saint Chekinael
;-6.6474514,4.7814875;node/5844502965;node/5844502965;;;;Clinique médicale;Clinique Chinoise
;-6.6463872,4.7721657;node/5844577917;node/5844577917;;;;Clinique médicale;Clinique Seweke 2
;-6.6523933,4.7828933;node/5844582328;node/5844582328;;;;Pharmacie;Pharmacie Grâce de Sotref
;-6.6483491,4.7723982;node/5844939514;node/5844939514;;;BARDOT 3;Clinique médicale;Association Ivoirienne pour le Bien Être Familial
;-6.6504796,4.779462;node/5844947577;node/5844947577;;;;Clinique médicale;Centre Medicale Pierre et Marie Curie
;-6.6522311,4.7782879;node/5848266621;node/5848266621;;;;Pharmacie;Pharmacie Bardot 2000
;-6.6522344,4.7782605;node/5848266622;node/5848266622;;;Bardot au dessus de la pharmacie Bardot 2000;Clinique médicale;Clinique médicale chirurgicale l'Emmanuel
;-6.6470873,4.7759552;node/5848293638;node/5848293638;;;;Pharmacie;Pharmacie Madou
;-6.6761845,4.7656464;node/5848340485;node/5848340485;;;;Pharmacie;Pharmacie du Bien Être
;-6.6324431,4.7425331;node/5848375024;node/5848375024;;;Cité;Clinique dentaire;Clinique dentaire ROSYL
;-6.6360399,4.7446261;node/5848733584;node/5848733584;;;;Clinique médicale;Centre Medical d'orphtamologie Iris Chez Dr. Assa
;-6.6442066,4.7653387;node/5849333983;node/5849333983;;;;Pharmacie;Grande Pharmacie Seweke
;-6.6749319,4.7661349;node/5849775385;node/5849775385;;;JB;Clinique médicale;Clinique orientale Novabio
;-6.655089,4.737711;node/5850018289;node/5850018289;;;;Clinique médicale;Centre de Soins Pour Ulcers De Buruli
;-6.642897,4.81073;node/5852023036;node/5852023036;;;;Pharmacie;Pharmacie Privée Chinois
;-6.6377887,4.7447892;node/5852243289;node/5852243289;;;;Pharmacie;Pharmacie du District sanitaire
;-6.6559982,4.7786314;node/5852321516;node/5852321516;;;;Pharmacie;Pharmacie du Grand Marché
;-6.6594093,4.7718563;node/5852321543;node/5852321543;;;;Pharmacie;Pharmacie Chinoise
;-6.6670898,4.7679518;node/5852345459;node/5852345459;;;Zimbabwe;Clinique médicale;
;-6.6592732,4.7783828;node/5852414338;node/5852414338;;;;Pharmacie;Pharmacie Divine Providence
;-6.6667981,4.7589754;node/5852560402;node/5852560402;;;;Pharmacie;Jéhovah Rapha
;-6.6940246,4.7546244;node/5854351868;node/5854351868;;;Digboué;Clinique médicale;Clinique Maya
;-6.6344534,4.7465173;node/5854910501;node/5854910501;;;;Pharmacie;Pharmacie Diététique
;-6.9429841,9.6107744;node/5854910772;node/5854910772;;;;Pharmacie;Pharmacie Kènèya
;-4.7063154,6.6482551;node/5860743988;node/5860743988;;;;Pharmacie;Pharmacie de Dimbokro
;-5.9140308,6.6218432;node/5861821116;node/5861821116;;;;Pharmacie;Pharmacie Bokosso Nouvelle
;-5.91975,6.6132034;node/5861821161;node/5861821161;;;;Pharmacie;Pharmacie de la Gare
;-4.0514091,5.4828537;node/5864438643;node/5864438643;;;;Pharmacie;
;-4.7062265,6.6471938;node/5871311687;node/5871311687;;;;Pharmacie;Pharmacie YOTIKY
;-6.6075683,5.7814595;node/5887794459;node/5887794459;;;;Clinique médicale;Clinique Mayan Kassy
;-6.5943698,5.7782099;node/5887798213;node/5887798213;;;;Clinique médicale;Centre de secours Yvette de Soubré
;-6.6040237,5.7810045;node/5887990740;node/5887990740;;;;Pharmacie;Pharmacie de la mosquée
;-6.5964474,5.7845517;node/5890722302;node/5890722302;;;;Clinique médicale;Clinique Chinoise
;-6.5958081,5.7916573;node/5890748760;node/5890748760;;;;Clinique médicale;Clinique
;-6.5781518,5.7834182;node/5890851958;node/5890851958;;;;Clinique médicale;Infirmerie Privée d'Abattoir
;-6.5817205,5.7803561;node/5890951242;node/5890951242;;;;Clinique médicale;Clinique Paramédicale
;-6.5881088,5.783992;node/5891246775;node/5891246775;;;;Pharmacie;Pharmacie de la Mairie
;-6.5913697,5.7850481;node/5891257786;node/5891257786;;;;Clinique médicale;Institut Medicale IAMC Santé
;-6.5921898,5.7846371;node/5891257857;node/5891257857;;;;Clinique médicale;Clinique chinoise
;-6.5871795,5.7768002;node/5891260144;node/5891260144;;;;Clinique médicale;Clinique privée
;-6.5880471,5.7832635;node/5891260155;node/5891260155;;;;Clinique médicale;Clinique les Oliviers
;-6.5900779,5.7914065;node/5891628938;node/5891628938;;;;Pharmacie;Pharmacie du château
;-6.595211,5.7843289;node/5891629199;node/5891629199;;;;Clinique dentaire;Labo de prothèse dentaire
;-6.5845858,5.7922064;node/5891715587;node/5891715587;;;;Clinique médicale;Centre paramedical la paix
;-6.5865974,5.7843556;node/5891872092;node/5891872092;;;;Clinique médicale;Infirmerie Privée
;-6.5850873,5.7844283;node/5891872100;node/5891872100;;;;Pharmacie;Pharmacie chinoise
;-6.5966504,5.784095;node/5892708698;node/5892708698;;;;Pharmacie;Pharmacie Grace Divine
;-6.5992561,5.7891443;node/5892750507;node/5892750507;;;;Pharmacie;Pharmacie de la gare
;-6.600887,5.787762;node/5892835130;node/5892835130;;;;Clinique médicale;centre de soins chinois
;-6.5999679,5.7881636;node/5892937000;node/5892937000;;;;Pharmacie;Pharmacie Medicament Chinoise
;-6.5866403,5.7994027;node/5892974282;node/5892974282;;;;Clinique médicale;Clinique PARA_Medical le prix du pardon
;-6.5920014,5.7979348;node/5893088788;node/5893088788;;;;Clinique médicale;Clinique Mory
;-6.6200824,5.779376;node/5893666198;node/5893666198;;;;Pharmacie;pharmacie la providence
;-6.6016003,5.7929396;node/5894266530;node/5894266530;;;;Clinique médicale;Infirmerie
;-6.5919444,5.780731;node/5894638003;node/5894638003;;;;Clinique médicale;Clinique Chinoise
;-6.5953468,5.781266;node/5894780595;node/5894780595;;;;Pharmacie;Paharmacie St Rita
;-4.469847,5.420436;node/5913496339;node/5913496339;;;;Pharmacie;Depôt de pharmacie
;-4.4690081,5.4209133;node/5913496342;node/5913496342;;;;Clinique médicale;Infirmerie
;-5.0586348,7.7268388;node/5914143981;node/5914143981;;;;Pharmacie;Pharmacie Sainte-Catherine
;-3.956465,5.3457952;node/5915382287;node/5915382287;;;;Clinique médicale;Clinique Nouvelle Espérance
;-4.0600035,5.3514417;node/5921917902;node/5921917902;;;;Clinique médicale;Clinique Médicale St Jean Baptiste
;-4.0619887,5.3511676;node/5921917913;node/5921917913;;;;Clinique vétérinaire;Cabinet Vétérinaire : Bricovert
;-4.0009726,5.3632278;node/5923687543;node/5923687543;;;;Clinique médicale;Clinique Médicale Spécialisée
;-4.006836,5.3682898;node/5923989856;node/5923989856;;;;Pharmacie;Pharmacie des graces
;-4.0081103,5.3666453;node/5924383764;node/5924383764;;;;Pharmacie;Pharmacie 2 plateaux agban
;-4.0679435,5.3412202;node/5924469803;node/5924469803;;;;Clinique dentaire;Laboratoire Moderne Prothèse Dentaire
;-4.0014756,5.3714936;node/5924690677;node/5924690677;;;;Pharmacie;Pharmacie emerade
;-4.0011559,5.3709642;node/5924690682;node/5924690682;;;;Clinique médicale;Clinique le rocher
;-4.0723433,5.3408537;node/5926282070;node/5926282070;;;;Clinique médicale;Clinique Du Lavage
;-4.0816113,5.35533;node/5926480153;node/5926480153;;;;Pharmacie;Pharmacie Celia
;-4.0792637,5.3535932;node/5926480501;node/5926480501;;;;Pharmacie;Pharmacie l'Amitié de Yopougon
;-4.08392,5.3383186;node/5926805818;node/5926805818;;;;Clinique médicale;Clinique Médicale Les Orchidées
;-4.0674459,5.3465293;node/5926954794;node/5926954794;;;;Clinique médicale;Clinique Chinoise
;-4.0707013,5.4496187;node/5927040741;node/5927040741;;;;Pharmacie;Pharmacie Ndotré
;-4.0800758,5.3427685;node/5927195504;node/5927195504;;;;Clinique médicale;Clinique AIBEF
;-3.9979318,5.3705136;node/5927476323;node/5927476323;;;;Pharmacie;Pharmacie
;-3.9979345,5.367966;node/5927476569;node/5927476569;;;;Clinique vétérinaire;Clinique veterinaire
;-4.0740106,5.3422133;node/5928588350;node/5928588350;;;;Clinique dentaire;Cabinet Dentaire
;-4.0736995,5.3397561;node/5928588622;node/5928588622;;;;Clinique dentaire;Cabinet Dentaire
;-4.0797298,5.3394663;node/5929114809;node/5929114809;;;;Pharmacie;Pharmacie Shalom
;-4.0819768,5.3698974;node/5929228685;node/5929228685;;;;Pharmacie;Pharmacie Zone Industrielle
;-4.0982551,5.3806438;node/5929376287;node/5929376287;;;;Clinique médicale;Clinique Gnanmiensa
;-4.0956996,5.3819002;node/5931188231;node/5931188231;;;;Clinique médicale;Clinique espace médical micao
;-4.077466,5.373909;node/5931331744;node/5931331744;;;;Pharmacie;Pharmacie Les Merveilles
;-4.073794,5.3658576;node/5931332651;node/5931332651;;;;Pharmacie;Pharmacie Les Ecluses
;-4.0793382,5.3688806;node/5931332723;node/5931332723;;;;Pharmacie;Paharmacie Degarde
;-4.0758744,5.3423038;node/5931829435;node/5931829435;;;;Clinique dentaire;Laboratoire de Prothèse Dentaire
;-4.0981646,5.3364405;node/5934038690;node/5934038690;;;;Clinique médicale;Clinique médicale Queen Latifat
;-4.10635,5.3457608;node/5934317250;node/5934317250;;;;Clinique vétérinaire;Nature et Santé Animale
;-4.1073491,5.3443247;node/5934317266;node/5934317266;;;;Clinique vétérinaire;Vétérinaire
;-4.0658145,5.3375435;node/5934479363;node/5934479363;;;;Clinique médicale;Clinique Medicale Jean et Marie
;-4.0839321,5.3404531;node/5934481572;node/5934481572;;;;Pharmacie;Pharmacie St Anges Emmanuel
;-4.0995634,5.3477971;node/5934489541;node/5934489541;;;;Clinique médicale;Clinque le chandelier
;-4.1002312,5.3497746;node/5934489570;node/5934489570;;;;Clinique médicale;Clinique saint sauveur
;-4.0998081,5.3512307;node/5934490389;node/5934490389;;;;Pharmacie;Pharmacie chinoise
;-4.1014161,5.3353002;node/5934643058;node/5934643058;;;;Clinique médicale;Clinique Chinoise
;-4.1000904,5.3669151;node/5934881434;node/5934881434;;;;Pharmacie;Pharmacie Sainte Plus
;-4.0949124,5.3667015;node/5934881447;node/5934881447;;;;Clinique médicale;Clinique
;-4.071774,5.3534389;node/5936486539;node/5936486539;;;;Clinique dentaire;Laboratoire Dentaire
;-4.053534,5.3331157;node/5936513156;node/5936513156;;;;Pharmacie;Pharmacie Yacine
;-4.0509725,5.3273178;node/5936585981;node/5936585981;;;;Pharmacie;Pharmacie du Cinéma Boissy
;-4.0500793,5.329728;node/5936586901;node/5936586901;;;;Clinique dentaire;Cabinet Dentaire
;-4.0554913,5.3274226;node/5936634527;node/5936634527;;;;Pharmacie;Pharmacie Baïty
;-4.0558031,5.3316235;node/5936663486;node/5936663486;;;;Clinique médicale;Clinique Chinoise
;-4.0562068,5.3313364;node/5936663492;node/5936663492;;;;Clinique médicale;Hopital Toit Rouge
;-4.093812,5.347089;node/5936816281;node/5936816281;;;;Pharmacie;Pharmacie Alors
;-4.0930738,5.3471662;node/5936816489;node/5936816489;;;;Clinique médicale;Hôpital AFO Sud
;-4.0716396,5.3377465;node/5937051967;node/5937051967;;;;Pharmacie;Pharmacie du 16ème
;-4.110885,5.3389242;node/5937114048;node/5937114048;;;;Pharmacie;Pharmacie du Jubillé
;-4.0995768,5.3438006;node/5937298616;node/5937298616;;;;Clinique médicale;Clinique Médico Chirugicale Saint Raphael
;-4.0954123,5.3487752;node/5938872401;node/5938872401;;;;Pharmacie;Nouvelle Pharmacie Bethesda
;-4.0984422,5.3550582;node/5938934487;node/5938934487;;;;Clinique médicale;Clinique Médicale Mont Carmel
;-4.0989237,5.3551383;node/5938934488;node/5938934488;;;;Clinique médicale;Clinique Médicale le Bélier
;-4.0937282,5.3491611;node/5938982350;node/5938982350;;;;Clinique médicale;Clinique medicale
;-4.0935415,5.3505037;node/5938982375;node/5938982375;;;;Pharmacie;Pharmacie souraley
;-4.0950465,5.3504663;node/5938982390;node/5938982390;;;;Clinique médicale;Clinique medicale houphouet
;-4.0973264,5.3510231;node/5939220822;node/5939220822;;;;Clinique médicale;Clinique Ste Jane-Leora
;-4.0968543,5.3510538;node/5939220827;node/5939220827;;;;Pharmacie;Pharmacie Chè N'Talé
;-4.0984382,5.3550556;node/5939247262;node/5939247262;;;;Clinique médicale;Clinique medicale Mont Carmel
;-4.0972738,5.3509964;node/5939248083;node/5939248083;;;;Clinique médicale;Clinique Ste jane-leora
;-4.0968369,5.3510685;node/5939248287;node/5939248287;;;;Pharmacie;Pharmacie chez n'talé
;-4.0989176,5.3551357;node/5939248403;node/5939248403;;;;Clinique médicale;Clinique le belier
;-4.0046062,5.3428951;node/5949484177;node/5949484177;;;;Clinique médicale;Clinique GOSPA
;-4.003874,5.3390523;node/5949518642;node/5949518642;;;;Clinique dentaire;Cabinet dentaire
;-3.9674364,5.3802161;node/5953580662;node/5953580662;;;;Pharmacie;Pharmacie Val de Grâce
;-4.0596843,5.4409528;node/5957716287;node/5957716287;;;;Pharmacie;Pharmacie Carrefour Diallo
;-4.0556603,5.437455;node/5957781493;node/5957781493;;;;Clinique dentaire;Cabinet Dentaire
;-4.0438908,5.4371413;node/5957911018;node/5957911018;;;;Pharmacie;Pharmacir Iris
;-4.0535206,5.4429261;node/5958089838;node/5958089838;;;;Clinique médicale;Clinique ONG Santé Côte d'Ivoire
;-4.0295148,5.4301288;node/5961594905;node/5961594905;;;;Pharmacie;Pharmacie La fatih
;-4.0328971,5.4290614;node/5963966933;node/5963966933;;;;Clinique médicale;Clinique
;-3.9641292,5.3044448;node/5964006501;node/5964006501;;;;Pharmacie;Pharmacie Chinoise
;-4.0240143,5.4245007;node/5964272753;node/5964272753;;;;Pharmacie;Pharmacie Divine espérance
;-3.9597237,5.2979483;node/5964557173;node/5964557173;;;;Pharmacie;Pharmacie Saint Louis
;-4.0713416,5.4433945;node/5964688056;node/5964688056;;;;Pharmacie;Pharmacie Carrefour N'Dotré
;-4.0068782,5.2998818;node/5965856885;node/5965856885;;;;Pharmacie;Pharmacie de la caserne
;-3.960144,5.290731;node/5966035326;node/5966035326;;;;Clinique médicale;Clinique Privée Bouakally
;-3.9531121,5.3024911;node/5966307328;node/5966307328;;;;Pharmacie;Pharmacie Quartier Divo
;-4.0805713,5.4437318;node/5966374017;node/5966374017;;;;Clinique médicale;Clinique Privé Saint Ornella
;-3.9493845,5.2983829;node/5966454473;node/5966454473;;;;Pharmacie;Pharmacie Régina
;-4.050782,5.450402;node/5966690610;node/5966690610;;;;Pharmacie;Pharmacie Résidence Abobo PK18
;-4.022706,5.4265274;node/5967146594;node/5967146594;;;;Clinique médicale;Clinique spirituel JHSG
;-4.0506285,5.4479022;node/5968573355;node/5968573355;;;;Pharmacie;Pharmacie Milieu hevie
;-4.0492954,5.4504284;node/5968822676;node/5968822676;;;;Pharmacie;Pharmacie Saint Alexandra
;-4.0487824,5.4479165;node/5969136935;node/5969136935;;;;Clinique vétérinaire;Cabinet D'Assistance En Elévage
;-4.0405601,5.4388635;node/5969936677;node/5969936677;;;;Pharmacie;Pharmacie Bsa
;-4.0478054,5.4428393;node/5970125588;node/5970125588;;;;Clinique médicale;Clinique Privée Saint Horeb
;-4.0541442,5.4570735;node/5970172295;node/5970172295;;;;Pharmacie;Pharmacie Route D'Anyama
;-3.9585637,5.2894839;node/5971132511;node/5971132511;;;;Pharmacie;Pharmacie Gaudo
;-3.9626192,5.2901549;node/5971132538;node/5971132538;;;;Pharmacie;Pharmacie ANIEL
;-3.9575873,5.2920979;node/5971962250;node/5971962250;;;;Pharmacie;Pharmacie St Albert
;-3.9558586,5.2937979;node/5974481918;node/5974481918;;;;Pharmacie;Pharmacie Bienabie
;-4.8575912,6.3389968;node/5978952963;node/5978952963;;;;Pharmacie;Depôt de Pharmacie de Kpouebo
;-3.1999119,5.4719136;node/5989574455;node/5989574455;;;;Pharmacie;Pharmacie rive gauche
;-3.2075017,5.4692768;node/5991262064;node/5991262064;;;;Pharmacie;Pharmacie du Sanwi
;-3.2066672,5.4668549;node/6012012345;node/6012012345;;;;Pharmacie;Pharmacie Divine Miséricorde
;-3.9676906,7.0575585;node/6026566386;node/6026566386;;;;Pharmacie;DE l'AMITIER
;-3.1229042,5.1495652;node/6031286685;node/6031286685;;;;Pharmacie;Depot de pharmacie
;-3.994927,5.3084999;node/6092856635;node/6092856635;;;;Clinique médicale;Clinique Sainte Nancy 21263368
;-3.9534174,5.3791105;node/6118617355;node/6118617355;;;;Pharmacie;Pharmacie Enica
;-3.9754121,5.3636784;node/6128454685;node/6128454685;;;;Clinique médicale;Clinique Saint Pierre Legrand
;-3.8615018,6.1036408;node/6137061184;node/6137061184;;;;Clinique médicale;Centre de santé scolaire et universitaire
;-3.9631445,5.3681321;node/6213092086;node/6213092086;;;;Clinique dentaire;Cabinet dentaire Ave Maria
;-4.0145561,5.3175165;node/6218837984;node/6218837984;;;;Pharmacie;Pharmacie du Commerce
;-5.9503372,6.133448;node/6245415186;node/6245415186;;;;Pharmacie;Lafia
;-3.9615278,5.4027482;node/6260390886;node/6260390886;;;;Pharmacie;Analya
;-4.0772183,5.3265029;node/6264111271;node/6264111271;;;;Pharmacie;Pharmacie Artémia
;-4.030412,5.4147026;node/6281025704;node/6281025704;;;;Pharmacie;Pharmacie Saint Antoine
;-4.0241237,5.414263;node/6281030718;node/6281030718;;;;Pharmacie;Pharmacie Derrière rail
;-4.0175547,5.4113768;node/6281037705;node/6281037705;;;;Pharmacie;Pharmacie du Banco
;-3.9900032,5.3633047;node/6281073781;node/6281073781;;;;Pharmacie;Pharmacie Vallon
;-4.1094973,5.3182602;node/6291552870;node/6291552870;;;;Clinique médicale;Clinique de l'amitié Mère Thérèse
;-4.2143906,5.9309666;node/6320440486;node/6320440486;;;;Pharmacie;Grande Pharmacie de l'Agneby
;-4.219722,5.9302448;node/6320440490;node/6320440490;;;;Pharmacie;Grande Pharmacie Commerce
;-7.4994579,6.5470529;node/6326947166;node/6326947166;;;;Pharmacie;Pharmacie Marie Guiglo
;-3.2050668,5.4717213;node/6358599865;node/6358599865;;;;Pharmacie;Pharmacie Sokoura
;-3.2091397,5.4673331;node/6358599866;node/6358599866;;;;Pharmacie;Pharmacie de la Bia
;-3.9898168,5.3585285;node/6379136669;node/6379136669;;;;Pharmacie;Pharmarcie Des Jardins
;-4.0302151,5.3531923;node/6381959285;node/6381959285;;;;Pharmacie;Pharmacie du Château d'Eau
;-3.954201,5.2858763;node/6382206003;node/6382206003;;;;Pharmacie;Pharmacie Saint Lucien
;-3.9978433,5.3390537;node/6382206005;node/6382206005;;;;Pharmacie;Pharmacie St. Dominique
;-4.2559284,5.3246049;node/6383503732;node/6383503732;;;;Clinique médicale;Centre de Soins Otcho de Songon
;-6.5993275,5.7890112;node/6383526663;node/6383526663;;;;Pharmacie;Pharmacie de la gare
;-6.6441967,5.6714576;node/6383526828;node/6383526828;;;;Hôpital;Dispensaire de GNIPPI 2
;-5.0531061,7.6847376;node/6402215006;node/6402215006;;;;Pharmacie;Pharmacie Saint Jean
;-3.9796652,5.3059779;node/6413622185;node/6413622185;;;;Pharmacie;Pharmacie de l'INJS
;-3.9632735,5.2834227;node/6416764924;node/6416764924;;;;Pharmacie;Pharmacie St Georges
;-3.9677122,5.28299;node/6425421807;node/6425421807;;;;Pharmacie;Pharmacie Galilée
;-7.5505666,7.3956184;node/6443475103;node/6443475103;;;Camp sea;Clinique dentaire;Centre anti-tuberculeux
;-7.5506745,7.3951755;node/6443475104;node/6443475104;;;Camp sea;Clinique dentaire;Centre de santé scolaire et universitaire de Man
;-7.567445,7.3966956;node/6444787519;node/6444787519;;;Doyagouiné 2;Hôpital;Centre Medico-social focolari
;-5.0220696,7.686819;node/6445075792;node/6445075792;;;;Pharmacie;Pharmacie Notre Dame de l'Espérance
;-7.5398089,7.3913599;node/6445263344;node/6445263344;;;Lycée club;Clinique médicale;Amour du prochain
;-7.5461195,7.4146249;node/6445300602;node/6445300602;;;Air France;Clinique médicale;Clinique Bichat
;-7.5543693,7.407093;node/6445327160;node/6445327160;;;Cité administrative immeuble CGRAE;Clinique dentaire;Cabinet dentaire
;-4.1129609,5.3189054;node/6455483919;node/6455483919;;;;Pharmacie;Pharmacie Saint Joseph Académie
;-3.5081943,6.7282747;node/6466415860;node/6466415860;;;;Clinique médicale;Clinique ledical saint david
;-3.5057019,6.7414124;node/6466420560;node/6466420560;;;;Pharmacie;Pharmacie Providence
;-3.2033921,7.365107;node/6466425838;node/6466425838;;;;Hôpital;Centre de santé communautaire de Tankesse
;-3.203454,7.1468232;node/6466426018;node/6466426018;;;;Pharmacie;Pharmacie Mairie Nord
;-4.0025026,5.3454053;node/6466587886;node/6466587886;;;;Pharmacie;Les 7 colonnes
;-6.4563467,6.8816033;node/6469729882;node/6469729882;;;;Clinique dentaire;Cabinet Dentaire
;-6.4469549,6.8835911;node/6469812055;node/6469812055;;;;Pharmacie;Pharmacie Appaul
;-6.4472922,6.8854398;node/6470091718;node/6470091718;;;;Pharmacie;Pharmacie Centrale
;-6.4490765,6.8861075;node/6470222551;node/6470222551;;;;Pharmacie;Pharmacie du Commerce
;-6.4314812,6.8925929;node/6470641173;node/6470641173;;;;Pharmacie;Pharmacie St Emmanuella
;-6.4263458,6.8912225;node/6472403835;node/6472403835;;;;Clinique médicale;Clinique Afro-asiatique
;-6.4550203,6.8993404;node/6472618481;node/6472618481;;;;Clinique vétérinaire;
;-6.4511848,6.8676189;node/6472687682;node/6472687682;;;;Clinique dentaire;Laboratoire Dentaire Fadkady
;-6.4601842,6.8759965;node/6472731569;node/6472731569;;;;Clinique médicale;Clinique Huberson
;-6.4613155,6.875936;node/6472989222;node/6472989222;;;;Pharmacie;Pharmacie d'Huberson
;-6.445766,6.901495;node/6473004440;node/6473004440;;;;Clinique médicale;MaximumtBl Group
;-6.4432025,6.9034012;node/6473070854;node/6473070854;;;;Pharmacie;Pharmacie Macy-ya
;-6.4448608,6.875189;node/6475145881;node/6475145881;;;;Pharmacie;Pharmacie Labia
;-6.4406638,6.8961231;node/6475302153;node/6475302153;;;;Pharmacie;Pharmacie Jubilé
;-6.4346188,6.8594209;node/6475578395;node/6475578395;;;;Pharmacie;Pharmacie Antilope
;-6.4357248,6.8604984;node/6475749871;node/6475749871;;;;Clinique médicale;Clinique Tosseta
;-6.4449352,6.8696521;node/6476121512;node/6476121512;;;;Clinique médicale;Climique Social Santé Pour Tous
;-6.4442472,6.8703604;node/6476121513;node/6476121513;;;;Pharmacie;Pharmacie Route d'Issia
;-6.4469616,6.8742537;node/6476121535;node/6476121535;;;;Clinique vétérinaire;
;-6.4486514,6.8733935;node/6476121542;node/6476121542;;;;Pharmacie;Pharmacie du Progrès
;-6.4451444,6.863502;node/6476786873;node/6476786873;;;;Pharmacie;Pharmacie Garages
;-6.4564855,6.8776688;node/6477836197;node/6477836197;;;;Pharmacie;Pharmacie du grand marché
;-6.4774731,6.8767089;node/6478225139;node/6478225139;;;;Clinique médicale;Clinique médicale Kehassemon
;-6.4695579,6.8817271;node/6478553259;node/6478553259;;;;Pharmacie;Pharmacie Delore
;-3.9452758,5.3465166;node/6478619420;node/6478619420;;;;Pharmacie;Pharmacie Cités Synacassi
;-6.4538629,6.8709503;node/6478673231;node/6478673231;;;;Pharmacie;Pharmacie d'Orly 1
;-6.4560905,6.8682767;node/6478791112;node/6478791112;;;;Clinique médicale;Infirmerie Privée Kaoka
;-6.4629254,6.888088;node/6478880890;node/6478880890;;;;Clinique médicale;Infirmerie Privée
;-6.4409508,6.8543159;node/6478895360;node/6478895360;;;;Clinique médicale;Infirmerie Etablissement Ali Coulibaly
;-4.0696135,5.3292371;node/6480212957;node/6480212957;;;;Pharmacie;Pharmacie pefina
;-2.8004658,8.040929;node/6480215570;node/6480215570;;;;Pharmacie;Pharmacie bondoukou marché
;-2.7966976,8.0419169;node/6480215572;node/6480215572;;;;Pharmacie;Pharmacie du zanzan
;-4.0730826,5.3477456;node/6480218096;node/6480218096;;;;Clinique médicale;Clinique médicale oasis santé
;-2.7954412,8.0394259;node/6480240714;node/6480240714;;;;Pharmacie;Pharmacie nouvelle
;-3.8880264,6.3883262;node/6482114690;node/6482114690;;;;Pharmacie;Grande pharmacie
;-3.8640203,6.0929274;node/6482115856;node/6482115856;;;;Pharmacie;Pharmacie ADZOPE
;-5.3660871,5.8343398;node/6482122078;node/6482122078;;;;Pharmacie;Pharmacie de la mairie
;-3.8996996,5.2398963;node/6500126497;node/6500126497;;;;Pharmacie;Eloma de Gonzag
;-3.8997286,5.2499724;node/6500185108;node/6500185108;;;;Pharmacie;Pharmacie St Louis Gonzague
;-3.8997977,5.2556079;node/6519025986;node/6519025986;;;;Pharmacie;Pharmacie chatelet
;-6.4470314,6.8854551;node/6522757559;node/6522757559;;;Commerce;Clinique dentaire;Cabinet Dentaire TOURE
;-6.4568858,6.882522;node/6522757560;node/6522757560;;;Grand marché extension;Clinique médicale;Clinique Sainte Famille
;-6.4574598,6.8798531;node/6522757569;node/6522757569;;;Belle ville;Clinique médicale;Clinique médicale Grâce Divine
;-6.4561529,6.881576;node/6522757570;node/6522757570;;;Soleil 1;Clinique dentaire;Cabinet Dentaire du Grand Marché
;-6.4376389,6.8573331;node/6523739342;node/6523739342;;;Garage;Clinique médicale;Clinique El Rapha
;-6.4506698,6.8946978;node/6524004688;node/6524004688;;;Lobia 1( route de;Clinique médicale;Clinique Médicale Solidarité
;-6.4379346,6.8962423;node/6524004694;node/6524004694;;;Tazibouo;Clinique médicale;Clinique Antilope
;-6.4420156,6.900974;node/6524024108;node/6524024108;;;Tazibouo;Clinique médicale;Clinique Médicale Espoir
;-6.4514215,6.9097039;node/6524024109;node/6524024109;;;Gkokora;Clinique médicale;Clinique Sainte Vie
;-6.6566802,4.7811653;node/6564517404;node/6564517404;;;Victor balet 1;Clinique médicale;clinique de tonton BERTIN
;-6.6446585,4.7620446;node/6564534090;node/6564534090;;;Seweke 5;Clinique dentaire;Cabinet dentaire gendarmerie
;-6.6668974,4.7656651;node/6564548552;node/6564548552;;;Zimbabwe;Clinique médicale;Clinique Afrique Noire
;-6.6322862,4.7441396;node/6564582000;node/6564582000;;;Cité nitoro;Clinique médicale;Clinique Espace Médical Santé
;-6.6918272,4.7598528;node/6564588122;node/6564588122;;;Digboue;Clinique médicale;Clinique la Grâce
;-6.6657937,4.7828746;node/6564622156;node/6564622156;;;Château;Clinique médicale;Infirmerie privée du bien-être
;-4.0971524,5.3509823;node/6576020319;node/6576020319;;;;Clinique médicale;Clinique Sainte Jane-Leora
;-4.0954646,5.3487193;node/6576023643;node/6576023643;;;;Pharmacie;Nouvelle pharmacie Bethesda
;-4.111008,5.3388261;node/6576036836;node/6576036836;;;;Pharmacie;Pharmacie du jubilé et
;-3.2066672,5.4668549;node/6579184355;node/6579184355;;;;Pharmacie;Pharmacie divine miséricorde
;-4.0850634,5.4012108;node/6581174888;node/6581174888;;;;Pharmacie;Pharmacie des forêts
;-4.0706108,5.4496408;node/6583236573;node/6583236573;;;;Pharmacie;Pharmacie N’Dotré
;-4.0724562,5.4605238;node/6583257554;node/6583257554;;;;Clinique médicale;Clinique Paul Marie
;-3.9529872,5.3589635;node/6584420878;node/6584420878;;;;Clinique médicale;Clinique médicale Saint Viateur
;-3.9320769,5.3826538;node/6587379226;node/6587379226;;;;Pharmacie;Pharmacie Ephrata
;-3.9408769,5.3795523;node/6587398988;node/6587398988;;;;Pharmacie;Pharmacie Saint Martin de Faya
